0.60206 -0.973845
0.69897 -0.811699
0.778151 -0.707258
0.845098 -0.602536
0.90309 -0.528245
0.954243 -0.469644
1 -0.412062
1.04139 -0.335151
1.07918 -0.284232
1.11394 -0.232528
1.17609 -0.193342
1.20412 -0.13681
1.23045 -0.0897202
1.27875 -0.0153071
1.32222 0.0169233
1.36173 0.0884702
1.39794 0.170772
1.43136 0.163281
1.4624 0.204894
1.50515 0.280287
1.54407 0.298113
1.57978 0.351196
1.61278 0.371797
1.65321 0.465485
1.6902 0.506575
1.73239 0.535898
1.77085 0.555729
1.80618 0.55931
1.8451 0.694604
1.88081 0.722408
1.91908 0.745035
1.95904 0.808257
1.99564 0.85416
2.03342 0.897092
2.06819 0.937532
2.10721 0.979338
2.14613 0.974037
2.18184 1.11966
2.22011 1.06622
2.25768 1.14738
2.29447 1.13452
2.33244 1.11793
2.37107 1.20624
2.40824 1.27476
2.4456 1.29405
2.48287 1.27011
2.52114 1.309
2.55871 1.22861
2.5966 1.36305
2.63448 1.37886
2.6721 1.37225
2.70927 1.39454
2.74663 1.40964
2.78462 1.48674
2.82217 1.4374
2.85974 1.33494
2.89763 1.50732
2.935 1.45802
2.97267 1.41389
3.0103 1.55615
