0.60206 -1.65748
0.69897 -1.46465
0.778151 -1.31556
0.845098 -1.18428
0.90309 -1.08498
0.954243 -0.980329
1 -0.916108
1.04139 -0.852795
1.07918 -0.805718
1.11394 -0.741045
1.17609 -0.653743
1.20412 -0.612568
1.23045 -0.584692
1.27875 -0.531011
1.32222 -0.486033
1.36173 -0.461373
1.39794 -0.417373
1.43136 -0.396018
1.4624 -0.350648
1.50515 -0.277654
1.54407 -0.25637
1.57978 -0.17454
1.61278 -0.129557
1.65321 -0.0803446
1.6902 -0.0230083
1.73239 0.100147
1.77085 0.0971946
1.80618 0.189805
1.8451 0.251106
1.88081 0.270805
1.91908 0.363773
1.95904 0.433088
1.99564 0.489799
2.03342 0.505329
2.06819 0.589132
2.10721 0.621375
2.14613 0.688266
2.18184 0.719934
2.22011 0.765288
2.25768 0.8623
2.29447 0.88428
2.33244 0.897482
2.37107 0.966443
2.40824 0.965176
2.4456 1.05911
2.48287 1.12276
2.52114 1.22816
2.55871 1.17915
2.5966 1.30875
2.63448 1.34463
2.6721 1.39258
2.70927 1.44993
2.74663 1.48737
2.78462 1.49785
2.82217 1.44004
2.85974 1.62282
2.89763 1.56016
2.935 1.55851
2.97267 1.68436
3.0103 1.6824
