0.60206 -1.10601
0.69897 -0.971855
0.778151 -0.888616
0.845098 -0.868581
0.90309 -0.844016
0.954243 -0.822663
1 -0.791651
1.04139 -0.753677
1.07918 -0.704373
1.11394 -0.682515
1.17609 -0.626474
1.20412 -0.585879
1.23045 -0.553416
1.27875 -0.483021
1.32222 -0.463132
1.36173 -0.387673
1.39794 -0.336772
1.43136 -0.294752
1.4624 -0.251456
1.50515 -0.230241
1.54407 -0.183291
1.57978 -0.095698
1.61278 -0.0558979
1.65321 -0.0223303
1.6902 0.0545622
1.73239 0.0761904
1.77085 0.114086
1.80618 0.176366
1.8451 0.214025
1.88081 0.290354
1.91908 0.36447
1.95904 0.391985
1.99564 0.414276
2.03342 0.522198
2.06819 0.522429
2.10721 0.599415
2.14613 0.644088
2.18184 0.664421
2.22011 0.712414
2.25768 0.749616
2.29447 0.848434
2.33244 0.838967
2.37107 0.935593
2.40824 0.932254
2.4456 0.957974
2.48287 0.97264
2.52114 0.935613
2.55871 1.0968
2.5966 1.00113
2.63448 1.08279
2.6721 1.13799
2.70927 1.16062
2.74663 1.12155
2.78462 1.18341
2.82217 1.17552
2.85974 1.23598
2.89763 1.3837
2.935 1.29537
2.97267 1.3256
3.0103 1.4533
