0.60206 -1.66834
0.69897 -1.49612
0.778151 -1.33466
0.845098 -1.20841
0.90309 -1.11013
0.954243 -1.02115
1 -0.941661
1.04139 -0.873867
1.07918 -0.819453
1.11394 -0.761602
1.17609 -0.653596
1.20412 -0.629818
1.23045 -0.603011
1.27875 -0.53319
1.32222 -0.487208
1.36173 -0.458076
1.39794 -0.412325
1.43136 -0.380263
1.4624 -0.316293
1.50515 -0.254606
1.54407 -0.222673
1.57978 -0.167675
1.61278 -0.0985943
1.65321 -0.0274741
1.6902 0.0312865
1.73239 0.133038
1.77085 0.136097
1.80618 0.236173
1.8451 0.307062
1.88081 0.317119
1.91908 0.422959
1.95904 0.477426
1.99564 0.519608
2.03342 0.55463
2.06819 0.62612
2.10721 0.644733
2.14613 0.724884
2.18184 0.746295
2.22011 0.814305
2.25768 0.902673
2.29447 0.912305
2.33244 0.914649
2.37107 0.98185
2.40824 0.991938
2.4456 1.13063
2.48287 1.18269
2.52114 1.22732
2.55871 1.24231
2.5966 1.33273
2.63448 1.38023
2.6721 1.41395
2.70927 1.44794
2.74663 1.45142
2.78462 1.49414
2.82217 1.49992
2.85974 1.58444
2.89763 1.51589
2.935 1.49193
2.97267 1.55358
3.0103 1.58422
