0.60206 -0.900843
0.69897 -0.730894
0.778151 -0.614305
0.845098 -0.53424
0.90309 -0.485882
0.954243 -0.451385
1 -0.432222
1.04139 -0.423359
1.07918 -0.417585
1.11394 -0.399379
1.17609 -0.363354
1.20412 -0.332185
1.23045 -0.309527
1.27875 -0.268944
1.32222 -0.225203
1.36173 -0.179924
1.39794 -0.138782
1.43136 -0.0784534
1.4624 -0.0693655
1.50515 -0.0363444
1.54407 0.0478417
1.57978 0.069802
1.61278 0.122467
1.65321 0.165897
1.6902 0.176794
1.73239 0.263394
1.77085 0.319188
1.80618 0.368775
1.8451 0.448767
1.88081 0.484771
1.91908 0.533565
1.95904 0.630922
1.99564 0.693852
2.03342 0.724718
2.06819 0.741926
2.10721 0.828908
2.14613 0.893124
2.18184 0.942213
2.22011 1.01185
2.25768 0.988677
2.29447 1.0226
2.33244 1.10195
2.37107 1.1233
2.40824 1.16404
2.4456 1.1419
2.48287 1.15047
2.52114 1.12325
2.55871 1.15106
2.5966 1.16472
2.63448 1.20092
2.6721 1.18157
2.70927 1.2614
2.74663 1.27288
2.78462 1.26409
2.82217 1.3032
2.85974 1.32614
2.89763 1.42653
2.935 1.37311
2.97267 1.43008
3.0103 1.5983
