0.60206 -1.08672
0.69897 -0.937877
0.778151 -0.83028
0.845098 -0.768431
0.90309 -0.708717
0.954243 -0.657908
1 -0.592112
1.04139 -0.542009
1.07918 -0.487828
1.11394 -0.448253
1.17609 -0.357173
1.20412 -0.318586
1.23045 -0.287805
1.27875 -0.217744
1.32222 -0.1779
1.36173 -0.105666
1.39794 -0.0730337
1.43136 -0.0275861
1.4624 0.00875384
1.50515 0.0678255
1.54407 0.0834006
1.57978 0.125584
1.61278 0.141051
1.65321 0.217291
1.6902 0.264393
1.73239 0.336252
1.77085 0.343569
1.80618 0.397533
1.8451 0.42506
1.88081 0.463663
1.91908 0.538206
1.95904 0.598991
1.99564 0.621045
2.03342 0.715606
2.06819 0.7248
2.10721 0.784983
2.14613 0.860999
2.18184 0.839162
2.22011 0.926391
2.25768 0.901204
2.29447 1.00389
2.33244 1.02816
2.37107 1.09968
2.40824 1.08238
2.4456 1.0944
2.48287 1.16381
2.52114 1.09843
2.55871 1.26391
2.5966 1.1917
2.63448 1.32091
2.6721 1.36176
2.70927 1.40232
2.74663 1.36345
2.78462 1.44306
2.82217 1.42345
2.85974 1.4639
2.89763 1.66022
2.935 1.49059
2.97267 1.54636
3.0103 1.74
