0.60206 -0.943145
0.69897 -0.866638
0.778151 -0.80313
0.845098 -0.721459
0.90309 -0.654767
0.954243 -0.593783
1 -0.527431
1.04139 -0.485811
1.07918 -0.429081
1.11394 -0.410568
1.17609 -0.326771
1.20412 -0.298574
1.23045 -0.279118
1.27875 -0.206117
1.32222 -0.164382
1.36173 -0.0995177
1.39794 -0.0380938
1.43136 -0.0143399
1.4624 -0.00672445
1.50515 0.0800016
1.54407 0.129343
1.57978 0.208404
1.61278 0.240093
1.65321 0.236277
1.6902 0.327031
1.73239 0.436963
1.77085 0.470409
1.80618 0.463864
1.8451 0.536516
1.88081 0.611293
1.91908 0.67878
1.95904 0.687099
1.99564 0.783834
2.03342 0.816748
2.06819 0.835666
2.10721 0.875567
2.14613 0.906958
2.18184 0.940476
2.22011 1.00099
2.25768 1.03097
2.29447 1.04891
2.33244 1.02759
2.37107 1.10077
2.40824 1.16491
2.4456 1.21427
2.48287 1.21898
2.52114 1.25304
2.55871 1.2729
2.5966 1.32088
2.63448 1.34935
2.6721 1.36732
2.70927 1.45306
2.74663 1.51231
2.78462 1.60803
2.82217 1.6486
2.85974 1.72667
2.89763 1.76193
2.935 1.81807
2.97267 1.85911
3.0103 1.90978
