0.60206 -1.04473
0.69897 -0.874643
0.778151 -0.751573
0.845098 -0.672058
0.90309 -0.62125
0.954243 -0.582403
1 -0.559087
1.04139 -0.547762
1.07918 -0.536098
1.11394 -0.503977
1.17609 -0.461232
1.20412 -0.417716
1.23045 -0.39403
1.27875 -0.339626
1.32222 -0.289291
1.36173 -0.234306
1.39794 -0.191171
1.43136 -0.121552
1.4624 -0.11685
1.50515 -0.0666939
1.54407 0.0213284
1.57978 0.0392651
1.61278 0.101787
1.65321 0.157385
1.6902 0.163855
1.73239 0.264522
1.77085 0.325739
1.80618 0.374359
1.8451 0.462572
1.88081 0.500873
1.91908 0.561837
1.95904 0.645836
1.99564 0.737414
2.03342 0.728857
2.06819 0.775462
2.10721 0.841598
2.14613 0.91119
2.18184 0.953456
2.22011 1.02163
2.25768 1.02843
2.29447 1.05637
2.33244 1.1226
2.37107 1.14727
2.40824 1.18634
2.4456 1.16147
2.48287 1.16549
2.52114 1.15725
2.55871 1.17044
2.5966 1.18826
2.63448 1.18935
2.6721 1.2099
2.70927 1.23973
2.74663 1.2463
2.78462 1.23966
2.82217 1.28333
2.85974 1.28893
2.89763 1.36814
2.935 1.33717
2.97267 1.38274
3.0103 1.51012
