0.60206 -1.00829
0.69897 -0.832793
0.778151 -0.722688
0.845098 -0.612003
0.90309 -0.54244
0.954243 -0.455553
1 -0.396999
1.04139 -0.335397
1.07918 -0.283588
1.11394 -0.227811
1.17609 -0.180844
1.20412 -0.124439
1.23045 -0.0890608
1.27875 -0.0198324
1.32222 0.0268921
1.36173 0.0785601
1.39794 0.170414
1.43136 0.162245
1.4624 0.201144
1.50515 0.268491
1.54407 0.303794
1.57978 0.347972
1.61278 0.390692
1.65321 0.458655
1.6902 0.526857
1.73239 0.549082
1.77085 0.606982
1.80618 0.534956
1.8451 0.718388
1.88081 0.697397
1.91908 0.784451
1.95904 0.81651
1.99564 0.856482
2.03342 0.895303
2.06819 0.967908
2.10721 1.01032
2.14613 0.957651
2.18184 1.10044
2.22011 1.03855
2.25768 1.11446
2.29447 1.09938
2.33244 1.11423
2.37107 1.17326
2.40824 1.23528
2.4456 1.2386
2.48287 1.2062
2.52114 1.23471
2.55871 1.17741
2.5966 1.30543
2.63448 1.31727
2.6721 1.32317
2.70927 1.33909
2.74663 1.37624
2.78462 1.38575
2.82217 1.38808
2.85974 1.30061
2.89763 1.44162
2.935 1.45649
2.97267 1.39777
3.0103 1.44021
