0.60206 -0.86097
0.69897 -0.79998
0.778151 -0.76393
0.845098 -0.696677
0.90309 -0.63723
0.954243 -0.58397
1 -0.53372
1.04139 -0.49439
1.07918 -0.434209
1.11394 -0.414361
1.17609 -0.361964
1.20412 -0.309646
1.23045 -0.298291
1.27875 -0.235511
1.32222 -0.202022
1.36173 -0.127064
1.39794 -0.0977846
1.43136 -0.0347923
1.4624 -0.0280975
1.50515 0.0454223
1.54407 0.0970737
1.57978 0.166284
1.61278 0.201046
1.65321 0.235017
1.6902 0.298213
1.73239 0.408641
1.77085 0.431146
1.80618 0.466898
1.8451 0.512279
1.88081 0.576479
1.91908 0.639066
1.95904 0.668669
1.99564 0.763209
2.03342 0.795886
2.06819 0.842288
2.10721 0.866362
2.14613 0.876321
2.18184 0.928455
2.22011 0.97237
2.25768 0.996521
2.29447 1.01237
2.33244 1.02773
2.37107 1.02022
2.40824 1.11246
2.4456 1.12496
2.48287 1.19145
2.52114 1.22645
2.55871 1.25097
2.5966 1.3127
2.63448 1.18287
2.6721 1.29666
2.70927 1.42926
2.74663 1.47344
2.78462 1.46997
2.82217 1.4681
2.85974 1.48899
2.89763 1.49428
2.935 1.56305
2.97267 1.61701
3.0103 1.735
